Set,Day,OrderDay,OrderAll,Group,Individual,Date,Mobility,Explored_Surface,PrD_voca,PrD_foraging,Att_Emitted,Att_Suffered,DistDoor,NumPas,OrderEntrance,OrderEntrance4,LeaderEntrance,LeaderFC,OrderEnd,OrderEnd4,LeaderEnd,SamLead,Correct,Side,Info,Mot,MajMin
1,1,1,1,bc,2,15/07/2013,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,1,NA,1,1,NA,NA,1,NA,NA
1,1,1,1,bc,3,15/07/2013,NA,NA,NA,NA,NA,NA,NA,1,2,NA,0,0,2,NA,0,1,NA,NA,1,NA,NA
1,1,2,2,ae,1,15/07/2013,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,1,NA,1,1,NA,NA,1,NA,NA
1,1,2,2,ae,5,15/07/2013,NA,NA,NA,NA,NA,NA,NA,1,2,NA,0,0,2,NA,0,1,NA,NA,1,NA,NA
1,1,3,3,hi,8,15/07/2013,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,1,NA,1,1,NA,NA,1,NA,NA
1,1,3,3,hi,9,15/07/2013,NA,NA,NA,NA,NA,NA,NA,1,2,NA,0,0,2,NA,0,1,NA,NA,1,NA,NA
1,1,4,4,gj,7,15/07/2013,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,1,NA,1,1,NA,NA,1,NA,NA
1,1,4,4,gj,10,15/07/2013,NA,NA,NA,NA,NA,NA,NA,1,2,NA,0,0,2,NA,0,1,NA,NA,1,NA,NA
1,1,5,5,bd,2,15/07/2013,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,0,2,NA,0,1,NA,NA,1,NA,NA
1,1,5,5,bd,4,15/07/2013,NA,NA,NA,NA,NA,NA,NA,1,2,NA,0,1,1,NA,1,1,NA,NA,1,NA,NA
1,1,6,6,fi,6,15/07/2013,NA,NA,NA,NA,NA,NA,NA,1,2,NA,0,0,2,NA,0,1,NA,NA,1,NA,NA
1,1,6,6,fi,9,15/07/2013,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,1,1,NA,1,1,NA,NA,1,NA,NA
1,2,1,7,gj,7,16/07/2013,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,1,1,NA,1,1,NA,NA,1,NA,NA
1,2,1,7,gj,10,16/07/2013,NA,NA,NA,NA,NA,NA,NA,2,2,NA,0,0,2,NA,0,1,NA,NA,1,NA,NA
1,2,2,8,cd,3,16/07/2013,NA,NA,NA,NA,NA,NA,NA,2,2,NA,0,0,2,NA,0,1,NA,NA,1,NA,NA
1,2,2,8,cd,4,16/07/2013,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,1,1,NA,1,1,NA,NA,1,NA,NA
1,2,3,9,fh,6,16/07/2013,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,0,1,NA,1,0,NA,NA,1,NA,NA
1,2,3,9,fh,8,16/07/2013,NA,NA,NA,NA,NA,NA,NA,2,2,NA,0,1,2,NA,0,0,NA,NA,1,NA,NA
1,2,4,10,ae,1,16/07/2013,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,1,1,NA,1,1,NA,NA,1,NA,NA
1,2,4,10,ae,5,16/07/2013,NA,NA,NA,NA,NA,NA,NA,2,2,NA,0,0,2,NA,0,1,NA,NA,1,NA,NA
1,3,1,11,cd,3,17/07/2013,NA,NA,NA,NA,NA,NA,NA,3,1,NA,1,0,2,NA,0,1,NA,NA,1,NA,NA
1,3,1,11,cd,4,17/07/2013,NA,NA,NA,NA,NA,NA,NA,3,2,NA,0,1,1,NA,1,1,NA,NA,1,NA,NA
1,3,2,12,gj,7,17/07/2013,NA,NA,NA,NA,NA,NA,NA,3,1,NA,1,1,1,NA,1,1,NA,NA,1,NA,NA
1,3,2,12,gj,10,17/07/2013,NA,NA,NA,NA,NA,NA,NA,3,2,NA,0,0,2,NA,0,1,NA,NA,1,NA,NA
1,3,3,13,ae,1,17/07/2013,NA,NA,NA,NA,NA,NA,NA,3,1,NA,1,0,2,NA,0,1,NA,NA,1,NA,NA
1,3,3,13,ae,5,17/07/2013,NA,NA,NA,NA,NA,NA,NA,3,2,NA,0,1,1,NA,1,1,NA,NA,1,NA,NA
1,3,4,14,fi,6,17/07/2013,NA,NA,NA,NA,NA,NA,NA,3,1,NA,1,0,2,NA,0,1,NA,NA,1,NA,NA
1,3,4,14,fi,9,17/07/2013,NA,NA,NA,NA,NA,NA,NA,3,2,NA,0,1,1,NA,1,1,NA,NA,1,NA,NA
1,3,5,15,fh,6,17/07/2013,NA,NA,NA,NA,NA,NA,NA,4,2,NA,0,0,2,NA,0,1,NA,NA,1,NA,NA
1,3,5,15,fh,8,17/07/2013,NA,NA,NA,NA,NA,NA,NA,3,1,NA,1,1,1,NA,1,1,NA,NA,1,NA,NA
1,3,6,16,bd,2,17/07/2013,NA,NA,NA,NA,NA,NA,NA,3,2,NA,0,0,2,NA,0,1,NA,NA,1,NA,NA
1,3,6,16,bd,4,17/07/2013,NA,NA,NA,NA,NA,NA,NA,4,1,NA,1,1,1,NA,1,1,NA,NA,1,NA,NA
1,4,1,17,ae,1,18/07/2013,NA,NA,NA,NA,NA,NA,NA,4,1,NA,1,0,1,NA,1,0,NA,NA,1,NA,NA
1,4,1,17,ae,5,18/07/2013,NA,NA,NA,NA,NA,NA,NA,4,2,NA,0,1,2,NA,0,0,NA,NA,1,NA,NA
1,4,2,18,bc,2,18/07/2013,NA,NA,NA,NA,NA,NA,NA,4,2,NA,0,0,2,NA,0,1,NA,NA,1,NA,NA
1,4,2,18,bc,3,18/07/2013,NA,NA,NA,NA,NA,NA,NA,4,1,NA,1,1,1,NA,1,1,NA,NA,1,NA,NA
1,4,3,19,gj,7,18/07/2013,NA,NA,NA,NA,NA,NA,NA,4,1,NA,1,1,1,NA,1,1,NA,NA,1,NA,NA
1,4,3,19,gj,10,18/07/2013,NA,NA,NA,NA,NA,NA,NA,4,2,NA,0,0,2,NA,0,1,NA,NA,1,NA,NA
1,4,4,20,hi,8,18/07/2013,NA,NA,NA,NA,NA,NA,NA,4,1,NA,1,1,1,NA,1,1,NA,NA,1,NA,NA
1,4,4,20,hi,9,18/07/2013,NA,NA,NA,NA,NA,NA,NA,4,2,NA,0,0,2,NA,0,1,NA,NA,1,NA,NA
1,5,1,21,ae,1,19/07/2013,NA,NA,NA,NA,NA,NA,NA,5,1,NA,1,1,1,NA,1,1,NA,NA,1,NA,NA
1,5,1,21,ae,5,19/07/2013,NA,NA,NA,NA,NA,NA,NA,5,2,NA,0,0,2,NA,0,1,NA,NA,1,NA,NA
1,5,2,22,hi,8,19/07/2013,NA,NA,NA,NA,NA,NA,NA,5,2,NA,0,1,1,NA,1,1,NA,NA,1,NA,NA
1,5,2,22,hi,9,19/07/2013,NA,NA,NA,NA,NA,NA,NA,5,1,NA,1,0,2,NA,0,1,NA,NA,1,NA,NA
1,5,3,23,fh,6,19/07/2013,NA,NA,NA,NA,NA,NA,NA,5,1,NA,1,0,2,NA,0,1,NA,NA,1,NA,NA
1,5,3,23,fh,8,19/07/2013,NA,NA,NA,NA,NA,NA,NA,6,2,NA,0,1,1,NA,1,1,NA,NA,1,NA,NA
1,5,4,24,bd,2,19/07/2013,NA,NA,NA,NA,NA,NA,NA,5,1,NA,1,0,2,NA,0,1,NA,NA,1,NA,NA
1,5,4,24,bd,4,19/07/2013,NA,NA,NA,NA,NA,NA,NA,5,2,NA,0,1,1,NA,1,1,NA,NA,1,NA,NA
1,5,5,25,bc,2,19/07/2013,NA,NA,NA,NA,NA,NA,NA,6,1,NA,1,0,2,NA,0,1,NA,NA,1,NA,NA
1,5,5,25,bc,3,19/07/2013,NA,NA,NA,NA,NA,NA,NA,5,2,NA,0,1,1,NA,1,1,NA,NA,1,NA,NA
1,5,6,26,gj,7,19/07/2013,NA,NA,NA,NA,NA,NA,NA,5,2,NA,0,1,1,NA,1,1,NA,NA,1,NA,NA
1,5,6,26,gj,10,19/07/2013,NA,NA,NA,NA,NA,NA,NA,5,1,NA,1,0,2,NA,0,1,NA,NA,1,NA,NA
1,6,1,27,fi,6,22/07/2013,NA,NA,NA,NA,NA,NA,NA,6,1,NA,1,1,1,NA,1,1,NA,NA,1,NA,NA
1,6,1,27,fi,9,22/07/2013,NA,NA,NA,NA,NA,NA,NA,6,2,NA,0,0,2,NA,0,1,NA,NA,1,NA,NA
1,6,2,28,ae,1,22/07/2013,NA,NA,NA,NA,NA,NA,NA,6,1,NA,1,0,2,NA,0,1,NA,NA,1,NA,NA
1,6,2,28,ae,5,22/07/2013,NA,NA,NA,NA,NA,NA,NA,6,2,NA,0,1,1,NA,1,1,NA,NA,1,NA,NA
1,6,3,29,cd,3,22/07/2013,NA,NA,NA,NA,NA,NA,NA,6,1,NA,1,0,2,NA,0,1,NA,NA,1,NA,NA
1,6,3,29,cd,4,22/07/2013,NA,NA,NA,NA,NA,NA,NA,6,2,NA,0,1,1,NA,1,1,NA,NA,1,NA,NA
1,6,4,30,gj,7,22/07/2013,NA,NA,NA,NA,NA,NA,NA,6,1,NA,1,1,1,NA,1,1,NA,NA,1,NA,NA
1,6,4,30,gj,10,22/07/2013,NA,NA,NA,NA,NA,NA,NA,6,2,NA,0,0,2,NA,0,1,NA,NA,1,NA,NA
2,1,1,31,bdh,2,23/07/2013,11,5,16,0,0,5,60,7,3,NA,0,0,3,NA,0,NA,0,D,1,NA,1
2,1,1,31,bdh,4,23/07/2013,9,4,2,4,0,3,30,7,2,NA,0,0,2,NA,0,NA,0,D,1,NA,1
2,1,1,31,bdh,8,23/07/2013,9,4,0,1,8,0,10,7,1,NA,1,1,1,NA,1,NA,1,G,1,NA,0
2,1,2,32,aeg,1,23/07/2013,7,6,0,68,5,0,80,7,2,NA,0,0,2,NA,0,NA,0,D,1,NA,1
2,1,2,32,aeg,5,23/07/2013,20,8,0,81,1,1,120,7,3,NA,0,0,3,NA,0,NA,0,D,1,NA,1
2,1,2,32,aeg,7,23/07/2013,84,9,85,13,0,5,90,7,1,NA,1,1,1,NA,1,NA,1,G,1,NA,0
2,1,3,33,bcf,2,23/07/2013,5,3,0,15,0,5,10,8,3,NA,0,0,2,NA,0,NA,1,D,1,NA,1
2,1,3,33,bcf,3,23/07/2013,1,2,0,48,1,3,30,7,2,NA,0,1,1,NA,1,NA,1,D,1,NA,1
2,1,3,33,bcf,6,23/07/2013,1,2,0,21,7,0,40,7,1,NA,1,0,3,NA,0,NA,0,G,1,NA,0
2,1,4,34,cdi,3,23/07/2013,4,4,0,9,0,0,20,8,1,NA,1,1,2,NA,0,NA,1,D,1,NA,1
2,1,4,34,cdi,4,23/07/2013,3,4,0,1,0,0,40,8,2,NA,0,0,1,NA,1,NA,1,D,1,NA,1
2,1,4,34,cdi,9,23/07/2013,3,4,0,0,0,0,50,7,3,NA,0,0,3,NA,0,NA,0,G,1,NA,0
2,1,5,35,gje,5,23/07/2013,23,6,0,111,2,1,90,8,3,NA,0,0,3,NA,0,NA,0,D,1,NA,0
2,1,5,35,gje,7,23/07/2013,27,9,0,196,0,1,130,8,1,NA,1,1,1,NA,1,NA,1,G,1,NA,1
2,1,5,35,gje,10,23/07/2013,25,7,0,60,1,1,80,7,2,NA,0,0,2,NA,0,NA,1,G,1,NA,1
2,2,1,36,gja,1,24/07/2013,5,4,0,39,0,0,30,8,1,NA,1,0,3,NA,0,NA,0,D,1,NA,0
2,2,1,36,gja,7,24/07/2013,50,9,19,39,0,0,140,9,2,NA,0,1,1,NA,1,NA,1,G,1,NA,1
2,2,1,36,gja,10,24/07/2013,18,6,0,6,0,0,40,8,3,NA,0,0,2,NA,0,NA,1,G,1,NA,1
2,2,2,37,hid,4,24/07/2013,2,3,0,2,0,2,130,9,3,NA,0,0,2,NA,0,NA,0,D,1,NA,0
2,2,2,37,hid,8,24/07/2013,4,4,0,0,2,0,140,8,1,NA,1,1,1,NA,1,NA,1,G,1,NA,1
2,2,2,37,hid,9,24/07/2013,0,1,0,0,0,0,100,8,2,NA,0,0,3,NA,0,NA,1,G,1,NA,1
2,2,3,38,fib,2,24/07/2013,0,1,21,0,0,0,70,9,3,NA,0,0,3,NA,0,NA,0,D,1,NA,0
2,2,3,38,fib,6,24/07/2013,1,2,0,3,1,0,30,8,1,NA,1,0,1,NA,1,NA,1,G,1,NA,1
2,2,3,38,fib,9,24/07/2013,2,3,0,0,0,1,50,9,2,NA,0,1,2,NA,0,NA,1,G,1,NA,1
2,2,4,39,fhc,3,24/07/2013,0,1,0,0,0,0,60,9,3,NA,0,0,1,NA,1,NA,1,D,1,NA,0
2,2,4,39,fhc,6,24/07/2013,0,1,0,0,0,0,65,9,2,NA,0,0,3,NA,0,NA,0,G,1,NA,1
2,2,4,39,fhc,8,24/07/2013,0,1,0,0,0,0,90,9,1,NA,1,1,2,NA,0,NA,0,G,1,NA,1
2,2,5,40,aej,1,24/07/2013,6,5,0,191,0,2,140,9,1,NA,1,0,1,NA,1,NA,1,D,1,NA,1
2,2,5,40,aej,5,24/07/2013,7,5,0,181,3,0,100,9,2,NA,0,0,2,NA,0,NA,1,D,1,NA,1
2,2,5,40,aej,10,24/07/2013,14,5,0,48,0,1,130,9,3,NA,0,1,3,NA,0,NA,0,G,1,NA,0
2,3,1,41,hib,2,25/07/2013,6,4,0,9,0,2,70,10,3,NA,0,0,3,NA,0,NA,0,D,1,NA,0
2,3,1,41,hib,8,25/07/2013,5,4,0,22,2,0,20,10,1,NA,1,1,1,NA,1,NA,1,G,1,NA,1
2,3,1,41,hib,9,25/07/2013,4,3,0,0,0,0,40,10,2,NA,0,0,2,NA,0,NA,1,G,1,NA,1
2,3,2,42,gje,5,25/07/2013,20,9,0,198,3,0,130,10,3,NA,0,0,3,NA,0,NA,0,D,1,NA,0
2,3,2,42,gje,7,25/07/2013,38,9,11,185,0,3,110,10,1,NA,1,1,1,NA,1,NA,1,G,1,NA,1
2,3,2,42,gje,10,25/07/2013,13,7,0,107,0,0,130,10,2,NA,0,0,2,NA,0,NA,1,G,1,NA,1
2,3,3,43,bdi,2,25/07/2013,3,3,0,28,0,0,100,11,1,NA,1,0,3,NA,0,NA,1,D,1,NA,1
2,3,3,43,bdi,4,25/07/2013,2,3,0,2,0,0,105,10,3,NA,0,1,1,NA,1,NA,1,D,1,NA,1
2,3,3,43,bdi,9,25/07/2013,1,2,0,0,0,0,80,11,2,NA,0,0,2,NA,0,NA,0,G,1,NA,0
2,3,4,44,aeg,1,25/07/2013,3,4,0,190,0,0,30,10,1,NA,1,0,2,NA,0,NA,0,D,1,NA,1
2,3,4,44,aeg,5,25/07/2013,8,5,0,146,0,0,60,11,3,NA,0,0,3,NA,0,NA,0,D,1,NA,1
2,3,4,44,aeg,7,25/07/2013,25,9,36,75,0,0,20,11,2,NA,0,1,1,NA,1,NA,1,G,1,NA,0
2,3,5,45,cdf,3,25/07/2013,3,3,0,174,0,0,10,10,2,NA,0,1,1,NA,1,NA,0,D,1,NA,1
2,3,5,45,cdf,4,25/07/2013,8,5,0,163,0,0,30,11,3,NA,0,0,2,NA,0,NA,0,D,1,NA,1
2,3,5,45,cdf,6,25/07/2013,4,5,0,54,0,0,20,10,1,NA,1,0,3,NA,0,NA,1,G,1,NA,0
2,4,1,46,fic,3,30/07/2013,8,6,0,13,0,0,5,11,1,NA,1,1,1,NA,1,NA,0,D,1,NA,0
2,4,1,46,fic,6,30/07/2013,4,4,0,7,0,0,20,11,2,NA,0,0,3,NA,0,NA,1,G,1,NA,1
2,4,1,46,fic,9,30/07/2013,5,4,0,0,0,0,40,12,3,NA,0,0,2,NA,0,NA,1,G,1,NA,1
2,4,2,47,aej,1,30/07/2013,14,8,0,177,0,0,140,11,1,NA,1,1,1,NA,1,NA,1,D,1,NA,1
2,4,2,47,aej,5,30/07/2013,15,6,0,141,0,1,100,12,3,NA,0,0,2,NA,0,NA,1,D,1,NA,1
2,4,2,47,aej,10,30/07/2013,26,8,0,106,1,0,130,11,2,NA,0,0,3,NA,0,NA,0,G,1,NA,0
2,4,3,48,bch,2,30/07/2013,8,6,0,169,1,0,40,12,3,NA,0,0,3,NA,0,NA,0,D,1,NA,1
2,4,3,48,bch,3,30/07/2013,8,5,0,151,3,2,10,12,2,NA,0,0,2,NA,0,NA,0,D,1,NA,1
2,4,3,48,bch,8,30/07/2013,10,4,0,94,1,3,5,11,1,NA,1,1,1,NA,1,NA,1,G,1,NA,0
2,4,4,49,gja,1,30/07/2013,5,6,0,170,0,0,10,12,1,NA,1,0,3,NA,0,NA,0,D,1,NA,0
2,4,4,49,gja,7,30/07/2013,22,9,27,156,0,0,70,12,3,NA,0,1,1,NA,1,NA,1,G,1,NA,1
2,4,4,49,gja,10,30/07/2013,10,9,0,105,0,0,30,12,2,NA,0,0,2,NA,0,NA,1,G,1,NA,1
2,4,5,50,fhd,4,30/07/2013,6,5,0,6,2,1,5,12,3,NA,0,0,1,NA,1,NA,1,D,1,NA,0
2,4,5,50,fhd,6,30/07/2013,3,4,1,0,0,0,40,12,1,NA,1,0,3,NA,0,NA,0,G,1,NA,1
2,4,5,50,fhd,8,30/07/2013,10,5,0,17,1,2,30,12,2,NA,0,1,2,NA,0,NA,0,G,1,NA,1
2,5,1,51,cdh,3,31/07/2013,18,8,0,178,0,0,10,13,1,NA,1,0,2,NA,0,NA,0,D,1,NA,1
2,5,1,51,cdh,4,31/07/2013,15,8,0,114,0,0,20,13,3,NA,0,0,3,NA,0,NA,0,D,1,NA,1
2,5,1,51,cdh,8,31/07/2013,15,9,0,170,0,0,20,13,2,NA,0,1,1,NA,1,NA,1,G,1,NA,0
2,5,2,52,gje,5,31/07/2013,31,9,0,147,6,0,30,13,3,NA,0,0,2,NA,0,NA,0,D,1,NA,0
2,5,2,52,gje,7,31/07/2013,51,9,6,126,0,5,40,13,2,NA,0,1,1,NA,1,NA,1,G,1,NA,1
2,5,2,52,gje,10,31/07/2013,35,9,0,72,0,1,40,13,1,NA,1,0,3,NA,0,NA,1,G,1,NA,1
2,5,3,53,fid,4,31/07/2013,1,2,0,0,0,0,70,14,2,NA,0,1,1,NA,1,NA,1,D,1,NA,0
2,5,3,53,fid,6,31/07/2013,2,3,0,12,0,0,25,13,1,NA,1,0,3,NA,0,NA,0,G,1,NA,1
2,5,3,53,fid,9,31/07/2013,3,4,0,0,0,0,40,13,3,NA,0,0,2,NA,0,NA,0,G,1,NA,1
2,5,4,54,aeg,1,31/07/2013,3,4,0,12,1,0,60,13,3,NA,0,0,2,NA,0,NA,0,D,1,NA,1
2,5,4,54,aeg,5,31/07/2013,12,8,0,46,1,0,30,14,2,NA,0,0,3,NA,0,NA,0,D,1,NA,1
2,5,4,54,aeg,7,31/07/2013,36,9,52,1,0,2,70,14,1,NA,1,1,1,NA,1,NA,1,G,1,NA,0
2,5,5,55,bci,2,31/07/2013,4,3,0,57,0,0,40,13,2,NA,0,0,2,NA,0,NA,1,D,1,NA,1
2,5,5,55,bci,3,31/07/2013,6,4,0,171,0,1,40,14,3,NA,0,0,1,NA,1,NA,1,D,1,NA,1
2,5,5,55,bci,9,31/07/2013,2,3,0,9,1,0,10,14,1,NA,1,1,3,NA,0,NA,0,G,1,NA,0
2,6,1,56,bfh,2,01/08/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0,NA,,,,,
2,6,1,56,bfh,6,01/08/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,,,,,
2,6,1,56,bfh,8,01/08/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,NA,,,,,
2,6,2,57,aej,1,01/08/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,,,,,
2,6,2,57,aej,5,01/08/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,NA,,,,,
2,6,2,57,aej,10,01/08/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0,NA,,,,,
2,6,3,58,bdf,2,01/08/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,,,,,
2,6,3,58,bdf,4,01/08/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,NA,,,,,
2,6,3,58,bdf,6,01/08/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0,NA,,,,,
2,6,4,59,agj,1,01/08/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0,NA,,,,,
2,6,4,59,agj,7,01/08/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,,,,,
2,6,4,59,agj,10,01/08/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,NA,,,,,
2,6,5,60,chi,3,01/08/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0,NA,,,,,
2,6,5,60,chi,8,01/08/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,,,,,
2,6,5,60,chi,9,01/08/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,NA,,,,,
3,1,1,61,aef,1,02/08/2013,24,8,0,72,0,1,120,14,2,NA,0,0,2,NA,0,NA,NA,D,1,H,1
3,1,1,61,aef,5,02/08/2013,21,9,0,163,0,2,40,15,3,NA,0,1,1,NA,1,NA,NA,D,1,H,1
3,1,1,61,aef,6,02/08/2013,11,5,14,5,0,4,110,14,1,NA,1,0,3,NA,0,NA,NA,G,1,L,0
3,1,2,62,cdj,3,02/08/2013,24,7,0,101,0,2,80,15,1,NA,1,0,2,NA,0,NA,NA,D,1,L,1
3,1,2,62,cdj,4,02/08/2013,9,7,0,15,1,1,90,15,3,NA,0,0,3,NA,0,NA,NA,D,1,L,1
3,1,2,62,cdj,10,02/08/2013,4,5,0,13,3,0,20,14,2,NA,0,1,1,NA,1,NA,NA,G,1,H,0
3,1,3,63,fha,1,02/08/2013,5,3,0,124,3,0,90,15,2,NA,0,1,1,NA,1,NA,NA,D,1,H,0
3,1,3,63,fha,6,02/08/2013,12,7,0,203,0,2,140,15,3,NA,0,0,3,NA,0,NA,NA,G,1,L,1
3,1,3,63,fha,8,02/08/2013,10,6,0,25,0,0,90,14,1,NA,1,0,2,NA,0,NA,NA,G,1,L,1
